"text","id","date","lang","source","predictions"
"»  « Je ne pense pas que ce sourire va quitter mon visage avant longtemps.","www_journaldemontreal_com_2024_06_24_finale-panthers-oilers_20240625_074335","2024-06-25","FR","headlines","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""positive""}"
"» (Oui, elle peut !) : Michelle et Barack Obama ont fait chavirer mardi la convention démocrate en saluant « l’espoir » retrouvé avec Kamala Harris.","www_lapresse_ca_elections-americaines_2024-08-20_convention-democrate_l-espoir-est-de-retour-avec-kamala-harris-clame-michelle-obama_php_20240821_085347","2024-08-21","FR","headlines","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"À l'arrivée au pouvoir des libéraux, deux ans plus tard, elle s'est rapidement imposée comme une figure de proue du gouvernement Trudeau, d'abord comme ministre du Commerce international.","ici_radio-canada_ca_nouvelle_2133813_chrystia-freeland-lancement-campagne-chefferie-liberal_20250119_220358","2025-01-19","FR","headlines","{""themes"":[""governments_governance"",""foreign_trade""],""political_parties"":""lpc"",""specific_themes"":null,""sentiment"":""neutral""}"
"À l’échelle du pays, la part des prêts hypothécaires résidentiels accordés par ces acteurs s’est élevée en moyenne à 23 % depuis 2014, selon des données de Statistique Canada fournies au Devoir.","www_ledevoir_com_economie_816932_plus-plus-quebecois-aventurent-jungle-prets-hypothecaires-alternatifs_20240723_055336","2024-07-23","FR","headlines","{""themes"":[""governments_governance"",""domestic_commerce""],""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"“For now, we’re excited to see a municipality being creative and trying to address the needs that physicians have expressed,” Dr.","www_theglobeandmail_com_canada_article-a-bc-city-put-a-family-doctor-on-the-payroll-to-address-a-shortage-now__20241224_070330","2024-12-24","EN","headlines","{""themes"":[""governments_governance"",""health""],""political_parties"":null,""specific_themes"":null,""sentiment"":""positive""}"
"“His presidency will be remembered for the historic Camp David Accords between Israel and Egypt, and it was that lifelong dedication to peace that saw him receive the Nobel Peace prize.”","www_ctvnews_ca_world_trudeau-biden-trump-other-world-leaders-remember-former-u-s-president-jimmy-carter-1_7159829_20241230_013329","2024-12-30","EN","headlines","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""positive""}"
"“Let’s stop wasting time talking about a merger that is never going to happen and instead focus on our efforts on restoring the pride of ‘made in Canada’ and ‘made in the USA,’” said the premier, who will meet Tuesday in Toronto with federal Finance Minister Dominic LeBlanc to discuss the tariffs.","www_thestar_com_politics_provincial_doug-ford-bristles-at-alberta-premiers-donald-trump-comments-shes-not-speaking-for-the-country_article_8d8cc82c-d1bf-11ef-aa55-4b60b8d55b80_html_20250114_095405","2025-01-14","EN","headlines","{""themes"":[""governments_governance"",""domestic_commerce"",""foreign_trade""],""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"“We can’t have these policy shifts befall us without any prior warning or without any consultation.","montrealgazette_com_news_local-news_analysis-one-year-later-quebecs-anglophone-universities-still-seek-respect-from-caq_20241011_145333","2024-10-11","EN","headlines","{""themes"":[""law_and_crime"",""defense""],""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"“We know that hospitalization with any serious respiratory infection, including COVID, can leave older adults with a litany of health issues, some of which they might never recover from.","www_thestar_com_news_canada_what-a-rising-summer-wave-says-about-canada-s-long-term-future-with-covid_article_6587a336-49e0-11ef-8406-778fbc57293b_html_20240728_091436","2024-07-28","EN","headlines","{""themes"":""health"",""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"• À lire aussi: McGregor et le Heat de Miami poursuivis dans une affaire d’agression sexuelle • À lire aussi: Condamné pour viol, Conor McGregor devra payer les frais de justice de sa victime La vedette irlandaise, poursuivie cette semaine pour une histoire d’agression sexuelle survenue à Miami, a publié au cours des derniers jours sur ses réseaux sociaux plusieurs clichés où il prend la pose en compagnie de membres du groupe de motards criminalisés provenant de différents chapitres à travers le monde.","www_journaldemontreal_com_2025_01_16_le-combattant-darts-martiaux-conor-mcgregor-saffiche-avec-des-membres-en-regle-des-hells-angels-du-chapitre-de-quebec_20250116_204328","2025-01-16","FR","headlines","{""themes"":""law_and_crime"",""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
