body,body_id_for_llm,nemotron,nemotron_inference_time
"That was immediately on the heels of Trump’s departure from Canada after the 2018 G7 summit in Charlevoix, when the Canada-U.S. relationship hit a nadir.",243,"{""themes"": [""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.46951441699639
"""It's nice to have a place to come back to,"" he said.",244,"{""themes"": [""housing""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",3.9736361249815673
"World leaders also noted the sombre event, including Prime Minister Justin Trudeau, who in a statement condemned a ""terrifying surge in antisemitism"" over the past year in Canada, in the form of harassment of individuals and vandalism and arson attacks on Jewish institutions.",245,"{""themes"": [""civil_rights"", ""international_affairs""], ""sentiment"": ""negative"", ""political_parties"": ""LPC"", ""specific_themes"": null}",5.043557541037444
“It was the first time that I had heard Mr.,246,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",3.887560040981043
"""We're just following procedures,"" explained Gibson.",247,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.156848542043008
"Acknowledging the system’s flaws, DamiAnn, Sarah’s brother, emphasized the nuance in caring for patients with mental health challenges.",248,"{""themes"": [""health""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.169792291999329
"But the retailer, in response to CBC News's earlier investigation — which found a Richmond, B.C., location sold underweighted meat — said that the third party responsible had immediately corrected the problem.",249,"{""themes"": [""domestic_commerce""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.274554957984947
"Poilievre’s comments come ahead of another potentially significant Liberal caucus meeting Wednesday, during which members are expected to continue discussions around the party’s leadership and the next election.",250,"{""themes"": [""government_operations"", ""macroeconomics""], ""sentiment"": ""neutral"", ""political_parties"": [""CPC"", ""LPC""], ""specific_themes"": null}",33.88210908405017
"Live events are televised on the CBC TV network, TSN and Sportsnet.",251,"{""themes"": [""technology"", ""culture""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.444562249991577
Another said she is worried about her grandchildren being able to afford to live and work in the province.,252,"{""themes"": [""housing"", ""social_welfare"", ""macroeconomics""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": ""welfare_state""}",4.938209332991391
The tenants being evicted told CBC they had verbal permission to install cameras.,253,"{""themes"": [""housing""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",3.9792589580174536
"On Friday, the leaders of all of the country’s major federal parties marked the 35th anniversary of the shooting and Canada’s National Day of Remembrance and Action on Violence Against Women.",254,"{""themes"": [""civil_rights""], ""sentiment"": ""neutral"", ""political_parties"": [""LPC"", ""CPC"", ""BQ"", ""NDP"", ""GPC"", ""PPC""], ""specific_themes"": null}",6.076230040984228
"The whitehouse.gov website got a makeover, welcoming visitors with a video glorifying Trump to soaring orchestral music before giving way to a landing page boasting that “America is back” in large lettering and an image of Trump.",255,"{""themes"": [""government_operations"", ""international_affairs""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",26.46749283396639
"Some rural First Nations communities have become equity shareholders in major infrastructure and natural resources projects in their territories, such as the Nisga’a and the Whispering Pines/Clinton Band, providing many direct and indirect jobs for their members.",256,"{""themes"": [""public_lands"", ""labor"", ""international_affairs""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",5.316564165987074
Among the costs added to the bottom line is a pledge from the Liberals to meet the NATO defence spending targets of two per cent of GDP.,257,"{""themes"": [""defense"", ""macroeconomics""], ""sentiment"": ""neutral"", ""political_parties"": [""LPC""], ""specific_themes"": [""public_finance""]}",5.221505000023171
The strike decision comes as travellers head into a busy Canada Day long weekend.,258,"{""themes"": [""transportation"", ""labor""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.449791915947571
Déry returned the girl to the camp and told her father that he had found her.,259,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",3.8851509999949485
"About 54 per cent of Canadians surveyed said there should be laws banning discrimination against LGBTQ people in employment, education, housing and social services — a nine per cent drop from the figure reported in 2021, Ipsos found.",260,"{""themes"": [""civil_rights"", ""education"", ""housing"", ""social_welfare""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": [""welfare_state""]}",5.420876667019911
"Steinman’s story speaks to the ailing condo market, which has been flooded with listings while demand from buyers for one-bedroom or studio apartments has disappeared.",261,"{""themes"": [""housing"", ""macroeconomics""], ""sentiment"": ""negative"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.642992875014897
"Rami Abdurrahman, who heads the Britain-based Syrian Observatory for Human Rights, an opposition war monitor, said insurgents are now active in the Damascus suburbs of Maadamiyah, Jaramana and Daraya.",262,"{""themes"": [""international_affairs"", ""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",5.041226333996747
Biden said Trump was with his doctors but hadn't spoken with him.,263,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": [""null""], ""specific_themes"": ""null""}",4.262221208016854
He thought Northern Lakes might be a place to try them locally.,264,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.165247207973152
Le Pen and her 28-year-old protégée Jordan Bardella can pull off an unprecedented victory or if France will be plunged into political chaos.,265,"{""themes"": [""international_affairs"", ""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.844599542033393
"Prorogation, if approved, would end the current parliamentary session and kill all legislative business that hasn't passed.",266,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",3.987685000000056
Mount Royal University political science professor Lori Williams says Chahal’s call for an urgent caucus meeting may have factored into Trudeau’s decision not to attend.,267,"{""themes"": [""government_operations"", ""null""], ""sentiment"": ""neutral"", ""political_parties"": [""LPC""], ""specific_themes"": null}",4.841232875012793
They have been charged with six ISIS-related terrorism offences.,268,"{""themes"": [""law_and_crime"", ""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.732170499977656
He said he was angry at many things regarding the Iranian strikes and the upcoming one-year anniversary of the Oct. 7 attack.,269,"{""themes"": [""international_affairs"", ""defense""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",4.460822458961047
He said it happened over 10 hours with small money donors.,270,"{""themes"": [""macroeconomics"", ""domestic_commerce""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": [""public_finance""]}",5.122022458992433
"Standing outside a massive construction site in South Vancouver, the 29-year-old woman beams with pride while discussing how this well-paying job pulled her out of poverty.",271,"{""themes"": [""labor"", ""social_welfare""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": [""welfare_state""]}",4.837224834016524
"The city said it oversees more than 1,400 kilometres of roads and 770 kilometres of lanes, and spends about $15 million annually to rehabilitate them.",272,"{""themes"": [""transportation"", ""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.652198790980037
"“For my wife and I, we have three kids, to stay in a hotel is a nightmare because the world’s built for a family of four, and so it’s always an upsell to have to either pay for a family room or two adjoining rooms, which can be very expensive,” said Bert.",273,"{""themes"": [""housing"", ""family""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",4.5742525000241585
"In a written statement, B.C.",274,"{""themes"": [""environment"", ""transportation"", ""government_operations""], ""sentiment"": ""positive"", ""political_parties"": ""NDP"", ""specific_themes"": [""public_finance""]}",32.76273141603451
"In a video released on Wednesday, he said that Justin Trudeau has proven that “he will always cave to corporate greed” — an apparent reference to the decision by Labour Minister Steve MacKinnon to force binding arbitration to end the work stoppage at the country’s major railroads last month.",275,"{""themes"": [""labor"", ""macroeconomics""], ""sentiment"": ""negative"", ""political_parties"": [""LPC"", ""CPC""], ""specific_themes"": null}",5.132175583043136
“And you’re not going to fix the issues with an international student cap.”,276,"{""themes"": [""education"", ""immigration""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",4.076382874976844
"This time, he has tapped his daughter Tiffany’s father-in-law, Lebanese-American Massad Boulos, to help broker peace in the region as a sort of presidential envoy for Lebanon.",277,"{""themes"": [""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.64799425000092
"The bottom line: Biden was not willing, or able, to exert the pressure Trump did, he says, and it's a permanent scar on a presidential legacy with several domestic successes.",278,"{""themes"": [""international_affairs"", ""government_operations""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",4.5568513330072165
"So in May 2003, her parents marched her into the police station, hoping a chat with a cop would scare her straight.",279,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.466846624971367
"Those missiles deliver warheads containing either conventional explosives or potentially biological, chemical or nuclear munitions over varying distances and speeds, depending on the missile type.",280,"{""themes"": [""defense""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.1751349590485916
“The recent directive published by the ministry of health and social services does not limit the circumstances under which users have the right to receive health and social services in English.,281,"{""themes"": [""health"", ""civil_rights""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.653404459008016
18.  sgrochowski@postmedia.com    Bookmark our website and support our journalism: Don’t miss the news you need to know — add VancouverSun.com and TheProvince.com to your bookmarks and sign up for our newsletters here.,282,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.472695207979996
Two voting sites in Cariboo-Chilcotin in the B.C.,283,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": [""null""], ""specific_themes"": ""null""}",91.45668379100971
"When Tat Kuan Cheong died three years ago, he left $17,500 to Celina Kan, his oldest biological daughter, whom he referred to in his will as his niece, the same amount he left to his half sister and less than the $20,000 he left to a goddaughter.",284,"{""themes"": [""law_and_crime"", ""social_welfare""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": [""welfare_state""]}",5.618261665978935
"But the Treasury Board says 90 per cent of front-line border officers are designated as essential, which means they can’t stop working during a strike.",285,"{""themes"": [""labor"", ""immigration""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.649683958967216
James Grandy in an update shortly before 8 a.m.,286,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.163440417032689
"The CAQ government’s tightening of French-language rules has upended the relative linguistic peace that had prevailed in Quebec for more than three decades, and follows changes to tuition and funding at two prominent anglophone universities, McGill and Concordia, which are struggling with massive deficits and record declining enrolment.",287,"{""themes"": [""education"", ""government_operations"", ""culture""], ""sentiment"": ""neutral"", ""political_parties"": ""CAQ"", ""specific_themes"": null}",14.520878084003925
"At that time, Lee told Postmedia he felt he had been unfairly questioned and vilified by the media, and said the charitable organizations’ work over the years, including running seniors homes, was “entirely beneficial to society.”",288,"{""themes"": [""social_welfare"", ""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": ""welfare_state""}",5.038956167001743
"After facing months of pressure, senior government sources tell CTV News that Canada will unveil its plan on Thursday on how to reach its NATO commitment to spend two per cent of its GDP on defence.",289,"{""themes"": [""defense"", ""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.459727874957025
"“There is not a scenario where we’ll be supporting back-to-work legislation,” said Matthew Green, NDP’s labour critic.",290,"{""themes"": [""labor""], ""sentiment"": ""neutral"", ""political_parties"": [""NDP""], ""specific_themes"": null}",3.989084417000413
"A recent report from the province’s auditor general “found that the lack of a formal attendance management program, an insufficient number of disability caseworkers and the (Toronto District School Board’s) lax processes around the collection and review of medical notes have all contributed to the increase in sick leave use and related costs,” adding with 40,000 employees this is a glaring gap.",291,"{""themes"": [""education"", ""labor"", ""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": ""public_finance""}",5.355995541962329
"Hyman, who scored 54 goals in 2023-24, has three this season.",292,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",3.8832134589902125
"The closest parallel would be President Lyndon Johnson who, besieged by the Vietnam War, announced in March 1968 that he would not seek another term.",293,"{""themes"": [""international_affairs"", ""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.843038500053808
"“No, we’re not,” Scwhebs answered.",294,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": [""null""], ""specific_themes"": [""null""]}",3.882219667022582
"On Friday, the Supreme Court stated in a decision written by Justice Malcolm Rowe that the regulations “do not conflict with the Montreal Convention.”",295,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.984428666997701
But he was on the ropes early and often Tuesday when what he needed to do was to hold Harris to account for the entirety of the Biden-Harris White House record.,296,"{""themes"": [""government_operations"", ""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": [""null""], ""specific_themes"": ""null""}",12.658275542024057
How much is left in that account isn’t known.,297,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.162968791963067
"Jordan and Israel, which share borders, signed a peace treaty in 1994.",298,"{""themes"": [""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.8831012500450015
"The lawsuit further contends that the act imposes cruel and unusual punishment under Section 12 of the Charter, as it exposes people who use drugs to an increased risk of harm in a manner “degrading, dehumanizing, and incompatible with basic conceptions of human dignity.”",299,"{""themes"": [""law_and_crime"", ""health""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",4.852427166013513
Humidex values could make temperatures feel as warm as 37 to 39 Tuesday through Wednesday.,300,"{""themes"": [""environment""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.1720412080176175
Trudeau of “pushing her through that guardrail and pushing all Canadians off the fiscal cliff.”,301,"{""themes"": [""macroeconomics""], ""sentiment"": ""negative"", ""political_parties"": ""LPC"", ""specific_themes"": ""public_finance""}",4.641723332984839
"In four sentences, the officer managed to render a decision with profound consequences on the applicant while providing virtually no analysis, ignoring contrary evidence, and relying on an undisclosed and unexplained verification process.",302,"{""themes"": [""law_and_crime""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": ""null""}",4.3646989580010995
"The consensus in Silicon Valley is shifting against telling people what to think, and it’s about time.",303,"{""themes"": [""technology"", ""culture""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",3.9841365829925053
"“When prices are increasing by significantly less than two per cent, it’s usually because the economy and the job market are in bad shape.",304,"{""themes"": [""macroeconomics"", ""labor""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": ""public_finance""}",4.841133957961574
"The construction of the Capstan station cost around $62 million, TransLink said, with $30 million covered by the transit authority and $32.2 million raised by the City of Richmond from developers with projects in the Capstan Village area.",305,"{""themes"": [""transportation"", ""domestic_commerce"", ""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",5.042380500002764
