body,body_id_for_llm,deepseek,deepseek_inference_time
Another said she is worried about her grandchildren being able to afford to live and work in the province.,252,"{""themes"": [""macroeconomics"", ""social_welfare""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",29.512114832992665
The tenants being evicted told CBC they had verbal permission to install cameras.,253,"{""themes"": [""housing""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",39.29544858299778
"On Friday, the leaders of all of the country’s major federal parties marked the 35th anniversary of the shooting and Canada’s National Day of Remembrance and Action on Violence Against Women.",254,"{""themes"": [""civil_rights""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": ""welfare_state""}",27.5173649169883
"The whitehouse.gov website got a makeover, welcoming visitors with a video glorifying Trump to soaring orchestral music before giving way to a landing page boasting that “America is back” in large lettering and an image of Trump.",255,"{""themes"": [""government_operations""], ""sentiment"": ""positive"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",33.248397582996404
"Some rural First Nations communities have become equity shareholders in major infrastructure and natural resources projects in their territories, such as the Nisga’a and the Whispering Pines/Clinton Band, providing many direct and indirect jobs for their members.",256,"{""themes"": [""environment"", ""macroeconomics"", ""labor""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": [""public_finance""]}",26.856050832997425
Among the costs added to the bottom line is a pledge from the Liberals to meet the NATO defence spending targets of two per cent of GDP.,257,"{""themes"": [""defense"", ""macroeconomics""], ""sentiment"": ""neutral"", ""political_parties"": ""LPC"", ""specific_themes"": null}",31.56194608399528
The strike decision comes as travellers head into a busy Canada Day long weekend.,258,"{""themes"": [""labor"", ""transportation""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",25.437279624995426
Déry returned the girl to the camp and told her father that he had found her.,259,"{""themes"": null, ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",42.22591783400276
"About 54 per cent of Canadians surveyed said there should be laws banning discrimination against LGBTQ people in employment, education, housing and social services — a nine per cent drop from the figure reported in 2021, Ipsos found.",260,"{""themes"": [""civil_rights""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",34.52659604199289
"Steinman’s story speaks to the ailing condo market, which has been flooded with listings while demand from buyers for one-bedroom or studio apartments has disappeared.",261,"{""themes"": [""housing"", ""macroeconomics""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",31.75158883300901
"Rami Abdurrahman, who heads the Britain-based Syrian Observatory for Human Rights, an opposition war monitor, said insurgents are now active in the Damascus suburbs of Maadamiyah, Jaramana and Daraya.",262,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",19.632780750005622
Biden said Trump was with his doctors but hadn't spoken with him.,263,"{""themes"": [""health""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",40.95145812501141
He thought Northern Lakes might be a place to try them locally.,264,"{""themes"": null, ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",39.48642425000435
Le Pen and her 28-year-old protégée Jordan Bardella can pull off an unprecedented victory or if France will be plunged into political chaos.,265,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",37.22265954199247
"Prorogation, if approved, would end the current parliamentary session and kill all legislative business that hasn't passed.",266,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",26.434444082988193
Mount Royal University political science professor Lori Williams says Chahal’s call for an urgent caucus meeting may have factored into Trudeau’s decision not to attend.,267,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": [""LPC""], ""specific_themes"": null}",38.08407574999728
They have been charged with six ISIS-related terrorism offences.,268,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",22.15802708399133
He said he was angry at many things regarding the Iranian strikes and the upcoming one-year anniversary of the Oct. 7 attack.,269,"{""themes"": [""defense"", ""international_affairs""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",17.59467029199004
He said it happened over 10 hours with small money donors.,270,"{""themes"": [""public_finance""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",28.621408374994644
"Standing outside a massive construction site in South Vancouver, the 29-year-old woman beams with pride while discussing how this well-paying job pulled her out of poverty.",271,"{""themes"": [""labor"", ""social_welfare""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": ""welfare_state""}",33.59561741699872
"The city said it oversees more than 1,400 kilometres of roads and 770 kilometres of lanes, and spends about $15 million annually to rehabilitate them.",272,"{""themes"": [""transportation"", ""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": [""public_finance""]}",25.667555291991448
"“For my wife and I, we have three kids, to stay in a hotel is a nightmare because the world’s built for a family of four, and so it’s always an upsell to have to either pay for a family room or two adjoining rooms, which can be very expensive,” said Bert.",273,"{""themes"": [""housing""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",126.41981579200365
"In a written statement, B.C.",274,"{""themes"": null, ""sentiment"": null, ""political_parties"": null, ""specific_themes"": null}",24.94882662499731
"In a video released on Wednesday, he said that Justin Trudeau has proven that “he will always cave to corporate greed” — an apparent reference to the decision by Labour Minister Steve MacKinnon to force binding arbitration to end the work stoppage at the country’s major railroads last month.",275,"{""themes"": [""labor"", ""macroeconomics""], ""sentiment"": ""negative"", ""political_parties"": ""LPC"", ""specific_themes"": ""public_finance""}",30.187735041996348
“And you’re not going to fix the issues with an international student cap.”,276,"{""themes"": [""immigration"", ""education""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",23.305803625000408
"This time, he has tapped his daughter Tiffany’s father-in-law, Lebanese-American Massad Boulos, to help broker peace in the region as a sort of presidential envoy for Lebanon.",277,"{""themes"": [""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",21.248560874999384
"The bottom line: Biden was not willing, or able, to exert the pressure Trump did, he says, and it's a permanent scar on a presidential legacy with several domestic successes.",278,"{""themes"": [""government_operations""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",26.84874050000508
"So in May 2003, her parents marched her into the police station, hoping a chat with a cop would scare her straight.",279,"{""themes"": [""law_and_crime""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",22.292044707995956
"Those missiles deliver warheads containing either conventional explosives or potentially biological, chemical or nuclear munitions over varying distances and speeds, depending on the missile type.",280,"{""themes"": [""defense""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",25.48639970899967
“The recent directive published by the ministry of health and social services does not limit the circumstances under which users have the right to receive health and social services in English.,281,"{""themes"": [""health"", ""civil_rights""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",36.1134032090049
18.  sgrochowski@postmedia.com    Bookmark our website and support our journalism: Don’t miss the news you need to know — add VancouverSun.com and TheProvince.com to your bookmarks and sign up for our newsletters here.,282,"{""themes"": null, ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",37.08041087500169
Two voting sites in Cariboo-Chilcotin in the B.C.,283,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",15.840043459000299
"When Tat Kuan Cheong died three years ago, he left $17,500 to Celina Kan, his oldest biological daughter, whom he referred to in his will as his niece, the same amount he left to his half sister and less than the $20,000 he left to a goddaughter.",284,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",26.41618220799137
"But the Treasury Board says 90 per cent of front-line border officers are designated as essential, which means they can’t stop working during a strike.",285,"{""themes"": [""immigration"", ""law_and_crime"", ""labor""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",27.13324791699415
James Grandy in an update shortly before 8 a.m.,286,"{""themes"": null, ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",23.305256374995224
"The CAQ government’s tightening of French-language rules has upended the relative linguistic peace that had prevailed in Quebec for more than three decades, and follows changes to tuition and funding at two prominent anglophone universities, McGill and Concordia, which are struggling with massive deficits and record declining enrolment.",287,"{""themes"": [""civil_rights"", ""education""], ""sentiment"": ""negative"", ""political_parties"": ""CAQ"", ""specific_themes"": null}",26.403755166000337
"At that time, Lee told Postmedia he felt he had been unfairly questioned and vilified by the media, and said the charitable organizations’ work over the years, including running seniors homes, was “entirely beneficial to society.”",288,"{""themes"": [""social_welfare"", ""housing""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",36.86745991700445
"After facing months of pressure, senior government sources tell CTV News that Canada will unveil its plan on Thursday on how to reach its NATO commitment to spend two per cent of its GDP on defence.",289,"{""themes"": [""defense""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",27.89486579199729
"“There is not a scenario where we’ll be supporting back-to-work legislation,” said Matthew Green, NDP’s labour critic.",290,"{""themes"": [""labor""], ""sentiment"": ""neutral"", ""political_parties"": [""NDP""], ""specific_themes"": null}",33.885100665997015
"A recent report from the province’s auditor general “found that the lack of a formal attendance management program, an insufficient number of disability caseworkers and the (Toronto District School Board’s) lax processes around the collection and review of medical notes have all contributed to the increase in sick leave use and related costs,” adding with 40,000 employees this is a glaring gap.",291,"{""themes"": [""labor""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": ""welfare_state""}",31.304941833004705
"Hyman, who scored 54 goals in 2023-24, has three this season.",292,"{""themes"": null, ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",26.307754417008255
"The closest parallel would be President Lyndon Johnson who, besieged by the Vietnam War, announced in March 1968 that he would not seek another term.",293,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",20.949826875003055
"“No, we’re not,” Scwhebs answered.",294,"{""themes"": [""null""], ""sentiment"": ""negative"", ""political_parties"": [""null""], ""specific_themes"": ""null""}",23.801769041994703
"On Friday, the Supreme Court stated in a decision written by Justice Malcolm Rowe that the regulations “do not conflict with the Montreal Convention.”",295,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",22.880909584011533
But he was on the ropes early and often Tuesday when what he needed to do was to hold Harris to account for the entirety of the Biden-Harris White House record.,296,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",30.807086290995358
How much is left in that account isn’t known.,297,"{""themes"": null, ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",19.07469508399663
"Jordan and Israel, which share borders, signed a peace treaty in 1994.",298,"{""themes"": [""international_affairs""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",26.3018153749872
"The lawsuit further contends that the act imposes cruel and unusual punishment under Section 12 of the Charter, as it exposes people who use drugs to an increased risk of harm in a manner “degrading, dehumanizing, and incompatible with basic conceptions of human dignity.”",299,"{""themes"": [""law_and_crime""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",25.14616316599131
Humidex values could make temperatures feel as warm as 37 to 39 Tuesday through Wednesday.,300,"{""themes"": [""environment""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",27.18351854199136
Trudeau of “pushing her through that guardrail and pushing all Canadians off the fiscal cliff.”,301,"{""themes"": [""macroeconomics""], ""sentiment"": ""negative"", ""political_parties"": ""LPC"", ""specific_themes"": ""public_finance""}",17.292125542007852
"In four sentences, the officer managed to render a decision with profound consequences on the applicant while providing virtually no analysis, ignoring contrary evidence, and relying on an undisclosed and unexplained verification process.",302,"{""themes"": [""law_and_crime""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",20.768790540998452
"The consensus in Silicon Valley is shifting against telling people what to think, and it’s about time.",303,"{""themes"": [""civil_rights""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",20.455907249997836
"“When prices are increasing by significantly less than two per cent, it’s usually because the economy and the job market are in bad shape.",304,"{""themes"": [""macroeconomics"", ""labor""], ""sentiment"": ""negative"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",21.618766125000548
"The construction of the Capstan station cost around $62 million, TransLink said, with $30 million covered by the transit authority and $32.2 million raised by the City of Richmond from developers with projects in the Capstan Village area.",305,"{""themes"": [""transportation"", ""public_finance""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": ""public_finance""}",282.41364612500183
