body,body_id_for_llm,public_lands_and_agriculture,public_lands_and_agriculture_inference_time,culture_and_nationalism,culture_and_nationalism_inference_time,law_and_crime,law_and_crime_inference_time,immigration,immigration_inference_time,governments_and_governance,governments_and_governance_inference_time,rights_liberties_minorities_discrimination,rights_liberties_minorities_discrimination_inference_time,health_and_social_services,health_and_social_services_inference_time,education,education_inference_time,economy_and_labour,economy_and_labour_inference_time,technology,technology_inference_time,international_affairs_and_defense,international_affairs_and_defense_inference_time,environment_and_energy,environment_and_energy_inference_time
"“We just wanted it more,” Jecho said.",154,"{""themes"": null}",1.2321300506591797,"{""themes"": null}",1.227229118347168,"{""themes"": null}",1.2303009033203125,"{""themes"": null}",1.229936122894287,"{""themes"": null}",1.2293128967285156,"{""themes"": null}",1.2307789325714111,"{""themes"": null}",1.2272188663482666,"{""themes"": null}",1.2287240028381348,"{""themes"": null}",1.232835054397583,"{""themes"": null}",1.2268588542938232,"{""themes"": null}",1.2299001216888428,"{""themes"": null}",1.2310521602630615
The officer was looking for the suspicious person when another officer hoisted him up so he could grab the edge of the roof.,155,"{""themes"": null}",1.2439539432525635,"{""themes"": null}",1.2454516887664795,"{""themes"": [""law_and_crime""]}",1.5838520526885986,"{""themes"": null}",1.240835189819336,"{""themes"": null}",1.2464048862457275,"{""themes"": null}",1.2449390888214111,"{""themes"": null}",1.2440147399902344,"{""themes"": null}",1.2420709133148193,"{""themes"": null}",1.2438080310821533,"{""themes"": null}",1.2435767650604248,"{""themes"": null}",1.2417750358581543,"{""themes"": null}",1.2410058975219727
"“The technology has improved so much, so it’s easier to do (stadiums).",156,"{""themes"": null}",1.2372372150421143,"{""themes"": null}",1.2354228496551514,"{""themes"": null}",1.233271837234497,"{""themes"": null}",1.2332580089569092,"{""themes"": null}",1.24576997756958,"{""themes"": null}",1.2390341758728027,"{""themes"": null}",1.238234281539917,"{""themes"": null}",1.2336304187774658,"{""themes"": null}",1.2363781929016113,"{""themes"": [""technology""]}",1.324049949645996,"{""themes"": null}",1.2372760772705078,"{""themes"": null}",1.2339141368865967
"“No changes to the characterization of residual effects are anticipated as a result of the proposed changes,” said the partners in their route change filings to the B.C.",157,"{""themes"": null}",1.5167479515075684,"{""themes"": null}",1.5157151222229004,"{""themes"": null}",1.5125470161437988,"{""themes"": null}",1.5137200355529785,"{""themes"": ""null""}",1.6054751873016357,"{""themes"": null}",1.5169568061828613,"{""themes"": null}",1.513432264328003,"{""themes"": null}",1.51285982131958,"{""themes"": null}",1.5162031650543213,"{""themes"": null}",1.515052080154419,"{""themes"": null}",1.5151376724243164,"{""themes"": null}",1.51658296585083
Conservative Leader John Rustad is pleased to have taken a party that barely existed 18 months ago to one that came within a couple seats of forming government.,158,"{""themes"": null}",1.5164768695831299,"{""themes"": null}",1.5144200325012207,"{""themes"": null}",1.5124399662017822,"{""themes"": null}",1.5130832195281982,"{""themes"": ""governments_and_governance""}",2.1187639236450195,"{""themes"": null}",1.5171372890472412,"{""themes"": null}",1.5196759700775146,"{""themes"": null}",1.516746997833252,"{""themes"": null}",1.5151817798614502,"{""themes"": null}",1.5142569541931152,"{""themes"": null}",1.5151798725128174,"{""themes"": null}",1.5155820846557617
Whoever wins the Liberal leadership race on March 9 will have just a couple of weeks to introduce themselves to Canadians as their new prime minister and turn the Liberals’ fortunes around before Parliament is set to return on March 24.,159,"{""themes"": null}",1.5227699279785156,"{""themes"": null}",1.516944169998169,"{""themes"": null}",1.5165119171142578,"{""themes"": null}",1.5203850269317627,"{""themes"": ""governments_and_governance""}",2.123324155807495,"{""themes"": null}",1.5216681957244873,"{""themes"": null}",1.5202088356018066,"{""themes"": null}",1.5191481113433838,"{""themes"": null}",1.5196952819824219,"{""themes"": null}",1.5175907611846924,"{""themes"": null}",1.5200400352478027,"{""themes"": null}",1.5201480388641357
Your weekly guide to what you need to know about federal politics and the minority Liberal government.,160,"{""themes"": null}",1.2379579544067383,"{""themes"": null}",1.232755184173584,"{""themes"": null}",1.2336978912353516,"{""themes"": null}",1.2330539226531982,"{""themes"": ""governments_and_governance""}",1.8338449001312256,"{""themes"": ""rights_liberties_minorities_discrimination""}",1.9253461360931396,"{""themes"": null}",1.235854148864746,"{""themes"": null}",1.2346811294555664,"{""themes"": null}",1.2394919395446777,"{""themes"": ""null""}",1.3199591636657715,"{""themes"": null}",1.2351391315460205,"{""themes"": null}",1.2353131771087646
Toronto MP Nathaniel Erskine-Smith said Wednesday’s caucus discussions centred on the next steps the party needs to take to be election-ready and that the party’s leadership was not a focus of the talks.,161,"{""themes"": null}",1.5216240882873535,"{""themes"": null}",1.5153069496154785,"{""themes"": null}",1.5138781070709229,"{""themes"": null}",1.5144541263580322,"{""themes"": ""governments_and_governance""}",2.119123935699463,"{""themes"": null}",1.5216660499572754,"{""themes"": null}",1.5178942680358887,"{""themes"": null}",1.5144429206848145,"{""themes"": null}",1.518921136856079,"{""themes"": null}",1.5131630897521973,"{""themes"": null}",1.518622875213623,"{""themes"": null}",1.5176620483398438
"The U.S. president has framed the surcharges as a way to force a crackdown against people illegally crossing its borders, as well as to force stronger action to prevent the potent drug fentanyl from being smuggled between North American countries.",162,"{""themes"": null}",1.5209250450134277,"{""themes"": null}",1.5174357891082764,"{""themes"": [""law_and_crime""]}",1.8591420650482178,"{""themes"": [""immigration""]}",1.9459829330444336,"{""themes"": ""governments_and_governance""}",2.1210711002349854,"{""themes"": ""null""}",1.6060080528259277,"{""themes"": null}",1.5188889503479004,"{""themes"": null}",1.5167419910430908,"{""themes"": ""null""}",1.6069040298461914,"{""themes"": null}",1.5173542499542236,"{""themes"": [""international_affairs_and_defense""]}",2.291243076324463,"{""themes"": null}",1.518280029296875
"Eby acknowledged the tipping point for his decision was a fatal attack by a mentally ill man in Vancouver’s Downtown Eastside earlier this month, and the death of a 13-year-old girl from an overdose after her family were unable to get her into care when she refused.",163,"{""themes"": null}",1.5263819694519043,"{""themes"": null}",1.5229430198669434,"{""themes"": [""law_and_crime""]}",1.8654861450195312,"{""themes"": null}",1.5222022533416748,"{""themes"": ""governments_and_governance""}",2.1277167797088623,"{""themes"": null}",1.5286359786987305,"{""themes"": ""health_and_social_services""}",1.868514060974121,"{""themes"": null}",1.5241479873657227,"{""themes"": ""null""}",1.6108331680297852,"{""themes"": null}",1.524345874786377,"{""themes"": null}",1.5253958702087402,"{""themes"": null}",1.5264668464660645
They have identified at least 272 people who purchased them over a two-year period.,164,"{""themes"": null}",1.2356829643249512,"{""themes"": null}",1.233874797821045,"{""themes"": null}",1.233872890472412,"{""themes"": null}",1.2324368953704834,"{""themes"": null}",1.2361440658569336,"{""themes"": null}",1.2368052005767822,"{""themes"": null}",1.2355599403381348,"{""themes"": null}",1.2344231605529785,"{""themes"": ""null""}",1.322340726852417,"{""themes"": null}",1.2339420318603516,"{""themes"": null}",1.235227108001709,"{""themes"": null}",1.2346580028533936
Certain oysters have been recalled in three Canadian provinces following a suspected outbreak of norovirus in British Columbia that left dozens of people sick.,165,"{""themes"": null}",1.5142369270324707,"{""themes"": null}",1.5120210647583008,"{""themes"": null}",1.5127947330474854,"{""themes"": null}",1.5121591091156006,"{""themes"": ""null""}",1.5999770164489746,"{""themes"": null}",1.5157217979431152,"{""themes"": ""health_and_social_services""}",1.8559112548828125,"{""themes"": null}",1.512049913406372,"{""themes"": null}",1.5171582698822021,"{""themes"": ""null""}",1.5969679355621338,"{""themes"": null}",1.5124280452728271,"{""themes"": null}",1.5117218494415283
"The health, safety, rights and dignity of women are facing new threats.",166,"{""themes"": null}",1.2340340614318848,"{""themes"": null}",1.2330260276794434,"{""themes"": null}",1.2367439270019531,"{""themes"": null}",1.2328450679779053,"{""themes"": null}",1.2343451976776123,"{""themes"": ""rights_liberties_minorities_discrimination""}",1.921649694442749,"{""themes"": ""health_and_social_services""}",1.5755891799926758,"{""themes"": null}",1.2320470809936523,"{""themes"": null}",1.2356648445129395,"{""themes"": null}",1.2322180271148682,"{""themes"": null}",1.2346339225769043,"{""themes"": null}",1.2327990531921387
The NDP currently leads in Surrey-Guildford by 27 votes while the Conservatives are ahead in Kelowna Centre by 38 votes.,167,"{""themes"": null}",1.2426810264587402,"{""themes"": null}",1.2422120571136475,"{""themes"": null}",1.241865873336792,"{""themes"": null}",1.2431397438049316,"{""themes"": ""governments_and_governance""}",1.8448388576507568,"{""themes"": null}",1.2461578845977783,"{""themes"": null}",1.2446699142456055,"{""themes"": null}",1.2414379119873047,"{""themes"": null}",1.2448458671569824,"{""themes"": null}",1.2410809993743896,"{""themes"": null}",1.2413361072540283,"{""themes"": null}",1.2418560981750488
"Thompson, 50, had been in the city from Minnesota since Monday.",168,"{""themes"": null}",1.23518705368042,"{""themes"": null}",1.2337629795074463,"{""themes"": null}",1.2346959114074707,"{""themes"": null}",1.2353341579437256,"{""themes"": null}",1.2335329055786133,"{""themes"": null}",1.2350499629974365,"{""themes"": null}",1.235321044921875,"{""themes"": null}",1.2342467308044434,"{""themes"": null}",1.2351789474487305,"{""themes"": null}",1.234591007232666,"{""themes"": null}",1.2365870475769043,"{""themes"": null}",1.2326860427856445
CBSA adds that a prescription from a doctor does not count as authorization from Health Canada.,169,"{""themes"": null}",1.2362749576568604,"{""themes"": null}",1.2335431575775146,"{""themes"": ""null""}",1.3201260566711426,"{""themes"": null}",1.236401081085205,"{""themes"": ""null""}",1.3216230869293213,"{""themes"": null}",1.239936113357544,"{""themes"": ""health_and_social_services""}",1.5794761180877686,"{""themes"": null}",1.2382588386535645,"{""themes"": null}",1.2389261722564697,"{""themes"": null}",1.2357423305511475,"{""themes"": null}",1.236994743347168,"{""themes"": null}",1.2363781929016113
"""Even some folks who have soft support for Kamala Harris and Tim Walz may find themselves saying to themselves, 'Hey, look, I don't necessarily want to support Donald Trump, but the economy's not great right now and it was better when he was president.'""",170,"{""themes"": null}",1.5264618396759033,"{""themes"": null}",1.5239388942718506,"{""themes"": null}",1.523658037185669,"{""themes"": null}",1.524648904800415,"{""themes"": ""governments_and_governance""}",2.127413034439087,"{""themes"": null}",1.5264289379119873,"{""themes"": null}",1.5259277820587158,"{""themes"": null}",1.525580883026123,"{""themes"": ""economy_and_labour""}",1.9604101181030273,"{""themes"": null}",1.524216890335083,"{""themes"": null}",1.5287017822265625,"{""themes"": null}",1.5264980792999268
"Mangione called “Unabomber” Ted Kaczynski a “political revolutionary” and may have found inspiration from the man who carried out a series of bombings while railing against modern society and technology, according to police bulletin.",171,"{""themes"": null}",1.5224127769470215,"{""themes"": null}",1.5170221328735352,"{""themes"": ""law_and_crime""}",1.862245798110962,"{""themes"": null}",1.5191118717193604,"{""themes"": ""null""}",1.608109951019287,"{""themes"": null}",1.5224120616912842,"{""themes"": null}",1.520740032196045,"{""themes"": null}",1.5210201740264893,"{""themes"": null}",1.524212121963501,"{""themes"": [""technology""]}",1.6036450862884521,"{""themes"": null}",1.521531343460083,"{""themes"": null}",1.521540880203247
"Dominic LeBlanc, the only cabinet minister at the November dinner, said Trump’s comment was a joke.",172,"{""themes"": null}",1.2406280040740967,"{""themes"": null}",1.236781120300293,"{""themes"": null}",1.2379190921783447,"{""themes"": null}",1.239542007446289,"{""themes"": ""governments_and_governance""}",1.8414592742919922,"{""themes"": null}",1.2411582469940186,"{""themes"": null}",1.239326000213623,"{""themes"": null}",1.240103006362915,"{""themes"": null}",1.2421629428863525,"{""themes"": null}",1.241014003753662,"{""themes"": null}",1.2384419441223145,"{""themes"": null}",1.2394187450408936
But Pierre Trudeau stayed on and led the Liberal Party into a federal election in the spring of 1979.,173,"{""themes"": null}",1.2451682090759277,"{""themes"": null}",1.2366740703582764,"{""themes"": null}",1.2365970611572266,"{""themes"": null}",1.236510992050171,"{""themes"": ""governments_and_governance""}",1.839622974395752,"{""themes"": null}",1.2410569190979004,"{""themes"": null}",1.2408742904663086,"{""themes"": null}",1.2396438121795654,"{""themes"": null}",1.2481300830841064,"{""themes"": null}",1.2382941246032715,"{""themes"": null}",1.2396893501281738,"{""themes"": null}",1.2379169464111328
Here’s how to spot them The Canadian Taxi Association is warning customers about scams involving fake roof signs that have recently been reported in several cities.,174,"{""themes"": null}",1.5183722972869873,"{""themes"": null}",1.5131959915161133,"{""themes"": ""law_and_crime""}",1.8510658740997314,"{""themes"": null}",1.5118019580841064,"{""themes"": null}",1.5143179893493652,"{""themes"": null}",1.516737937927246,"{""themes"": null}",1.5136749744415283,"{""themes"": null}",1.5140581130981445,"{""themes"": ""null""}",1.6033790111541748,"{""themes"": null}",1.5151209831237793,"{""themes"": null}",1.5129618644714355,"{""themes"": null}",1.5155308246612549
"Now, he will focus on finding a home for his family, something he wasn't able to secure during the war between displacements and bombing campaigns across the strip.",175,"{""themes"": null}",1.5182971954345703,"{""themes"": null}",1.514591932296753,"{""themes"": null}",1.513451099395752,"{""themes"": [""immigration""]}",1.6836628913879395,"{""themes"": null}",1.5166351795196533,"{""themes"": null}",1.5189099311828613,"{""themes"": null}",1.5156261920928955,"{""themes"": null}",1.5145480632781982,"{""themes"": ""null""}",1.605691909790039,"{""themes"": null}",1.5142319202423096,"{""themes"": null}",1.517585277557373,"{""themes"": null}",1.516327142715454
They said Ottawa will continue to discuss border security issues with the incoming Republican administration.,176,"{""themes"": null}",1.2376391887664795,"{""themes"": null}",1.2323570251464844,"{""themes"": [""law_and_crime""]}",1.5747137069702148,"{""themes"": [""immigration""]}",1.4023618698120117,"{""themes"": ""governments_and_governance""}",1.8367700576782227,"{""themes"": null}",1.2376141548156738,"{""themes"": null}",1.2343652248382568,"{""themes"": null}",1.2342619895935059,"{""themes"": ""null""}",1.325627088546753,"{""themes"": null}",1.2335050106048584,"{""themes"": [""international_affairs_and_defense""]}",1.7510459423065186,"{""themes"": null}",1.2338080406188965
The fierce competition for the limited spots has already pushed up the qualifying threshold for permanent residence under the economic immigration class.,177,"{""themes"": null}",1.2409648895263672,"{""themes"": null}",1.2396130561828613,"{""themes"": null}",1.2373700141906738,"{""themes"": ""immigration""}",1.4073472023010254,"{""themes"": ""null""}",1.3263030052185059,"{""themes"": null}",1.2415409088134766,"{""themes"": null}",1.240541934967041,"{""themes"": null}",1.2383999824523926,"{""themes"": ""economy_and_labour""}",1.6710500717163086,"{""themes"": ""null""}",1.3257379531860352,"{""themes"": null}",1.2403337955474854,"{""themes"": null}",1.2390868663787842
Closed Captioning and Described Video is available for many CBC shows offered on CBC Gem.,178,"{""themes"": null}",1.24229097366333,"{""themes"": null}",1.2316741943359375,"{""themes"": null}",1.2351176738739014,"{""themes"": null}",1.2345638275146484,"{""themes"": null}",1.2355599403381348,"{""themes"": ""rights_liberties_minorities_discrimination""}",1.9220027923583984,"{""themes"": null}",1.2345421314239502,"{""themes"": null}",1.235332727432251,"{""themes"": null}",1.2409968376159668,"{""themes"": [""technology""]}",1.3224050998687744,"{""themes"": null}",1.237757921218872,"{""themes"": null}",1.2358629703521729
"They started dating several months later after working on a community theatre production of Monty Python, which Rustad can quote at length.",179,"{""themes"": null}",1.2447590827941895,"{""themes"": [""culture_and_nationalism""]}",1.6703221797943115,"{""themes"": null}",1.2432172298431396,"{""themes"": null}",1.2423691749572754,"{""themes"": null}",1.245619773864746,"{""themes"": null}",1.2452082633972168,"{""themes"": null}",1.2435038089752197,"{""themes"": null}",1.2442800998687744,"{""themes"": null}",1.2488360404968262,"{""themes"": null}",1.242861032485962,"{""themes"": null}",1.2471599578857422,"{""themes"": null}",1.2432160377502441
"“I’m not an overly religious person, but I can tell you I have talked to God … I remember the night just thinking, ‘Please, please, please, just let her come home.",180,"{""themes"": null}",1.5220441818237305,"{""themes"": null}",1.513777256011963,"{""themes"": null}",1.514115810394287,"{""themes"": null}",1.5119891166687012,"{""themes"": null}",1.5154900550842285,"{""themes"": ""null""}",1.6014769077301025,"{""themes"": null}",1.518254280090332,"{""themes"": null}",1.5137858390808105,"{""themes"": null}",1.518615961074829,"{""themes"": null}",1.5155220031738281,"{""themes"": null}",1.5156679153442383,"{""themes"": null}",1.5190088748931885
Speaking out of both sides of his mouth about Israel and the Middle East.,181,"{""themes"": null}",1.2376289367675781,"{""themes"": [""culture_and_nationalism""]}",1.6610832214355469,"{""themes"": null}",1.234767198562622,"{""themes"": null}",1.2319200038909912,"{""themes"": ""null""}",1.319140911102295,"{""themes"": null}",1.2339179515838623,"{""themes"": null}",1.2408740520477295,"{""themes"": null}",1.2329211235046387,"{""themes"": null}",1.2382822036743164,"{""themes"": null}",1.2322869300842285,"{""themes"": ""international_affairs_and_defense""}",1.7485792636871338,"{""themes"": null}",1.232771873474121
Police say there is no risk to the public as both deaths are believed to be targeted and domestic in nature.,182,"{""themes"": null}",1.2399342060089111,"{""themes"": null}",1.2365102767944336,"{""themes"": ""law_and_crime""}",1.5779509544372559,"{""themes"": null}",1.236603021621704,"{""themes"": null}",1.238102912902832,"{""themes"": null}",1.2470510005950928,"{""themes"": null}",1.2397980690002441,"{""themes"": null}",1.2381911277770996,"{""themes"": null}",1.242379903793335,"{""themes"": null}",1.2391290664672852,"{""themes"": null}",1.2406349182128906,"{""themes"": null}",1.2370927333831787
He did say there would have been many more closures if the province had not done its best to prevent them.,183,"{""themes"": null}",1.2417852878570557,"{""themes"": null}",1.2370939254760742,"{""themes"": null}",1.2380530834197998,"{""themes"": null}",1.2360749244689941,"{""themes"": ""governments_and_governance""}",1.8389182090759277,"{""themes"": null}",1.2455098628997803,"{""themes"": null}",1.2391998767852783,"{""themes"": null}",1.2371160984039307,"{""themes"": ""null""}",1.3258492946624756,"{""themes"": null}",1.2398288249969482,"{""themes"": null}",1.2401621341705322,"{""themes"": null}",1.2374658584594727
A government spokesperson said those measures would come into effect in the new year.,184,"{""themes"": null}",1.2387020587921143,"{""themes"": null}",1.2321667671203613,"{""themes"": null}",1.2312397956848145,"{""themes"": null}",1.231308937072754,"{""themes"": ""governments_and_governance""}",1.8313968181610107,"{""themes"": null}",1.2388198375701904,"{""themes"": null}",1.2375128269195557,"{""themes"": null}",1.2331159114837646,"{""themes"": null}",1.2369749546051025,"{""themes"": null}",1.2309660911560059,"{""themes"": null}",1.235619068145752,"{""themes"": null}",1.2322869300842285
No time has been set for full access to the community.,185,"{""themes"": null}",1.2313830852508545,"{""themes"": null}",1.230530023574829,"{""themes"": null}",1.2283499240875244,"{""themes"": null}",1.2285301685333252,"{""themes"": null}",1.2310137748718262,"{""themes"": null}",1.2331860065460205,"{""themes"": null}",1.2308506965637207,"{""themes"": null}",1.2308378219604492,"{""themes"": null}",1.2343900203704834,"{""themes"": null}",1.2279438972473145,"{""themes"": null}",1.2327821254730225,"{""themes"": null}",1.2320189476013184
"The figures don't count taxes, or resort, cleaning and service fees.",186,"{""themes"": null}",1.233949899673462,"{""themes"": null}",1.2313599586486816,"{""themes"": null}",1.231471061706543,"{""themes"": null}",1.2311890125274658,"{""themes"": null}",1.2327618598937988,"{""themes"": null}",1.2371211051940918,"{""themes"": null}",1.2358253002166748,"{""themes"": null}",1.2333402633666992,"{""themes"": ""economy_and_labour""}",1.6649599075317383,"{""themes"": null}",1.2313909530639648,"{""themes"": null}",1.233854055404663,"{""themes"": null}",1.2322161197662354
"With so much uncertainty looming, Canada has been preparing for a second Trump presidency for months.",187,"{""themes"": null}",1.238086223602295,"{""themes"": null}",1.2328431606292725,"{""themes"": null}",1.2348747253417969,"{""themes"": null}",1.2331538200378418,"{""themes"": ""governments_and_governance""}",1.8348989486694336,"{""themes"": null}",1.2378239631652832,"{""themes"": null}",1.2348899841308594,"{""themes"": null}",1.2352068424224854,"{""themes"": ""null""}",1.3227488994598389,"{""themes"": null}",1.2350268363952637,"{""themes"": ""international_affairs_and_defense""}",1.7513010501861572,"{""themes"": null}",1.2350101470947266
"Sabourin said it would be at least a month before the break can be repaired, in part because the city doesn’t have all the necessary parts and equipment on hand.",188,"{""themes"": null}",1.5193960666656494,"{""themes"": null}",1.5138108730316162,"{""themes"": null}",1.5146958827972412,"{""themes"": null}",1.5131189823150635,"{""themes"": ""null""}",1.6029858589172363,"{""themes"": null}",1.5204458236694336,"{""themes"": null}",1.516280174255371,"{""themes"": null}",1.5170960426330566,"{""themes"": null}",1.5178821086883545,"{""themes"": null}",1.5169589519500732,"{""themes"": null}",1.517624855041504,"{""themes"": null}",1.5183007717132568
The statement claimed Khan was residing in Canada on a student visa.,189,"{""themes"": null}",1.2364258766174316,"{""themes"": null}",1.2287800312042236,"{""themes"": null}",1.2286090850830078,"{""themes"": [""immigration""]}",1.400864839553833,"{""themes"": ""null""}",1.3181519508361816,"{""themes"": null}",1.2348990440368652,"{""themes"": null}",1.2302272319793701,"{""themes"": [""education""]}",1.3174710273742676,"{""themes"": null}",1.234753131866455,"{""themes"": null}",1.229464054107666,"{""themes"": null}",1.233450174331665,"{""themes"": null}",1.2314691543579102
"“If you were in a park like Mount Royal Park or any of the nice parks in Montreal, those are going to be much cooler than if you were right near one of the major highways that are all concrete and cement,” Weichenthal said Tuesday, the first day of the city’s heat wave.",190,"{""themes"": null}",1.808143138885498,"{""themes"": null}",1.807131052017212,"{""themes"": null}",1.8039000034332275,"{""themes"": null}",1.8054749965667725,"{""themes"": ""null""}",1.897306203842163,"{""themes"": null}",1.8122622966766357,"{""themes"": null}",1.808784008026123,"{""themes"": null}",1.8057148456573486,"{""themes"": null}",1.8098371028900146,"{""themes"": ""null""}",1.892467975616455,"{""themes"": null}",1.8084959983825684,"{""themes"": ""environment_and_energy""}",2.0672943592071533
ET on Wednesday that it was conducting law enforcement activity “related to this morning’s New Orleans attack” in the north end of the city.,191,"{""themes"": null}",1.5159010887145996,"{""themes"": null}",1.5118498802185059,"{""themes"": ""law_and_crime""}",1.8521640300750732,"{""themes"": null}",1.5112769603729248,"{""themes"": ""governments_and_governance""}",2.1157190799713135,"{""themes"": null}",1.5180511474609375,"{""themes"": null}",1.5129201412200928,"{""themes"": null}",1.5169169902801514,"{""themes"": null}",1.5141639709472656,"{""themes"": null}",1.51204514503479,"{""themes"": null}",1.515246868133545,"{""themes"": null}",1.5156829357147217
"In February, it mocked her way of speaking with video of her repeating the term “significance of the passage of time.”",192,"{""themes"": null}",1.2448630332946777,"{""themes"": ""culture_and_nationalism""}",1.6696970462799072,"{""themes"": null}",1.2415039539337158,"{""themes"": null}",1.2390859127044678,"{""themes"": null}",1.242415189743042,"{""themes"": null}",1.2450969219207764,"{""themes"": null}",1.2437140941619873,"{""themes"": null}",1.242380142211914,"{""themes"": null}",1.2454240322113037,"{""themes"": null}",1.24235200881958,"{""themes"": null}",1.245506763458252,"{""themes"": null}",1.243340015411377
"After winning the Polaris Music Prize for best Canadian album for his 2018 debut Wolastoqiyik Lintuwakonawa, Jeremy Dutcher settled in Montreal.",193,"{""themes"": null}",1.5165598392486572,"{""themes"": [""culture_and_nationalism""]}",1.9413599967956543,"{""themes"": null}",1.511106014251709,"{""themes"": null}",1.5088961124420166,"{""themes"": null}",1.5148260593414307,"{""themes"": ""null""}",1.6029887199401855,"{""themes"": null}",1.5164790153503418,"{""themes"": null}",1.516059160232544,"{""themes"": null}",1.5175280570983887,"{""themes"": null}",1.5153229236602783,"{""themes"": null}",1.5141932964324951,"{""themes"": null}",1.5155739784240723
"Its ripple effect will be a new public realm, new community spaces and new homes, he said — opening the door for tens of thousands of new residents to soon call central Scarborough home.",194,"{""themes"": null}",1.5156810283660889,"{""themes"": null}",1.5126469135284424,"{""themes"": null}",1.5097649097442627,"{""themes"": [""immigration""]}",1.6832659244537354,"{""themes"": ""null""}",1.5999820232391357,"{""themes"": null}",1.5155401229858398,"{""themes"": null}",1.5147490501403809,"{""themes"": null}",1.51845121383667,"{""themes"": ""economy_and_labour""}",1.9486079216003418,"{""themes"": null}",1.5131289958953857,"{""themes"": null}",1.5160377025604248,"{""themes"": null}",1.515866994857788
"In his will, The Rotary Foundation Canada (TRFC) is named as the sole beneficiary to receive the estate, minus money for Mary's living expenses.",195,"{""themes"": null}",1.51509690284729,"{""themes"": null}",1.5144009590148926,"{""themes"": ""null""}",1.5970628261566162,"{""themes"": null}",1.5116069316864014,"{""themes"": null}",1.515275001525879,"{""themes"": null}",1.5161259174346924,"{""themes"": null}",1.5168640613555908,"{""themes"": null}",1.5143320560455322,"{""themes"": null}",1.5219709873199463,"{""themes"": null}",1.5154228210449219,"{""themes"": null}",1.513780117034912,"{""themes"": null}",1.5157749652862549
An online real estate media outlet last year referred to McCredie as a “disruptor.”,196,"{""themes"": null}",1.2374000549316406,"{""themes"": null}",1.235874891281128,"{""themes"": null}",1.234140157699585,"{""themes"": null}",1.235212802886963,"{""themes"": null}",1.2368278503417969,"{""themes"": null}",1.2386229038238525,"{""themes"": null}",1.236833095550537,"{""themes"": null}",1.2366058826446533,"{""themes"": ""economy_and_labour""}",1.671208381652832,"{""themes"": [""technology""]}",1.3230071067810059,"{""themes"": null}",1.2354509830474854,"{""themes"": null}",1.2359020709991455
"Certification for lifeguards includes a “wet” test that, for beach lifeguards, is a rescue drill that includes a timed 100-metre run, 100-metre swim, 100-metre tow, use of watercraft (rowboat or float), and demonstration of lifesaving measures.",197,"{""themes"": null}",1.8125078678131104,"{""themes"": null}",1.8123340606689453,"{""themes"": null}",1.808608055114746,"{""themes"": null}",1.8081538677215576,"{""themes"": null}",1.8133492469787598,"{""themes"": null}",1.814164161682129,"{""themes"": ""health_and_social_services""}",2.4158670902252197,"{""themes"": null}",1.8116419315338135,"{""themes"": null}",1.8196609020233154,"{""themes"": ""null""}",1.8971998691558838,"{""themes"": null}",2.0700159072875977,"{""themes"": null}",1.8129911422729492
"In Unified Command, Parks Canada and the Municipality of Jasper continue to manage this crisis from the Town of Hinton.”",198,"{""themes"": ""public_lands_and_agriculture""}",1.843203067779541,"{""themes"": null}",1.241286039352417,"{""themes"": null}",1.2391622066497803,"{""themes"": null}",1.2399499416351318,"{""themes"": [""governments_and_governance""]}",1.8428270816802979,"{""themes"": null}",1.2434251308441162,"{""themes"": null}",1.2417519092559814,"{""themes"": null}",1.239866018295288,"{""themes"": null}",1.2492668628692627,"{""themes"": null}",1.241452932357788,"{""themes"": null}",1.2437639236450195,"{""themes"": null}",1.2433018684387207
"She said in the short term, governments have to focus on the current uncertainty, whether it be retaliatory tariffs or increased taxes on our energy exports.",199,"{""themes"": null}",1.514787197113037,"{""themes"": null}",1.5153720378875732,"{""themes"": null}",1.5131540298461914,"{""themes"": null}",1.5108227729797363,"{""themes"": ""governments_and_governance""}",2.115128993988037,"{""themes"": null}",1.5151002407073975,"{""themes"": null}",1.512422800064087,"{""themes"": null}",1.512009859085083,"{""themes"": ""economy_and_labour""}",1.9485876560211182,"{""themes"": null}",1.5115041732788086,"{""themes"": [""international_affairs_and_defense""]}",2.032304048538208,"{""themes"": [""environment_and_energy""]}",1.7737150192260742
“When the sustainability office was installing a living roof on the fourth floor under our beehive … a toad hitchhiked with the plants.,200,"{""themes"": null}",1.5158400535583496,"{""themes"": null}",1.5160408020019531,"{""themes"": null}",1.5105252265930176,"{""themes"": null}",1.5115540027618408,"{""themes"": null}",1.5167560577392578,"{""themes"": null}",1.5155539512634277,"{""themes"": null}",1.5155689716339111,"{""themes"": null}",1.5117712020874023,"{""themes"": null}",1.5157489776611328,"{""themes"": ""null""}",1.5997650623321533,"{""themes"": null}",1.513413906097412,"{""themes"": ""environment_and_energy""}",1.7724571228027344
